RPL31	100.00	100.00	92.86
RPL32	100.00	100.00	100.00
RPL36	100.00	100.00	100.00
RPL37A	100.00	100.00	92.86
RPL6	100.00	100.00	100.00
RPL8	100.00	100.00	92.86
RPS12	96.88	100.00	100.00
RPS28	100.00	100.00	100.00
RPS3	100.00	100.00	100.00
RPS6	100.00	100.00	100.00
RPS8	96.88	100.00	100.00
RRM2	100.00	100.00	100.00
SF3B14	100.00	100.00	100.00
SNRPD2	100.00	100.00	100.00
SPC25	100.00	100.00	100.00
TWISTNB	100.00	100.00	100.00
VCP	100.00	100.00	100.00
XAB2	100.00	100.00	100.00
CCT8	100.00	100.00	100.00
CDC20	100.00	100.00	100.00
CLP1	96.88	100.00	100.00
COPB2	100.00	100.00	100.00
CPSF3L	96.88	100.00	100.00
CTDP1	100.00	100.00	100.00
EIF3B	96.88	100.00	100.00
GTF2B	100.00	100.00	100.00
GTPBP4	100.00	100.00	92.86
HIST1H2BF	100.00	100.00	100.00
IGBP1	96.88	100.00	100.00
POLD1	96.88	100.00	100.00
PRPF19	96.88	100.00	100.00
PSMA6	96.88	100.00	100.00
PSMD6	100.00	100.00	100.00
RBMX	96.88	100.00	92.86
RPA3	96.88	100.00	100.00
RPL17	100.00	100.00	92.86
RPL23	100.00	95.65	92.86
RPL34	100.00	100.00	100.00
RPL5	100.00	100.00	92.86
SNRPD1	96.88	100.00	100.00
SNRPG	100.00	100.00	100.00
TICRR	100.00	100.00	92.86
TXNL4A	96.88	100.00	100.00
UBE2I	100.00	100.00	92.86
USP39	100.00	100.00	100.00
BCL2L2-PABPN1	96.88	100.00	100.00
CDC123	96.88	100.00	100.00
COPA	100.00	100.00	100.00
DDX56	96.88	100.00	100.00
HIST1H2BH	100.00	100.00	100.00
KAT8	100.00	100.00	100.00
LSM4	100.00	100.00	92.86
LSM7	100.00	100.00	100.00
MAD2L1	100.00	100.00	92.86
MED11	93.75	100.00	100.00
NHP2L1	100.00	100.00	100.00
NUP160	96.88	100.00	100.00
PHB	96.88	100.00	100.00
POLR2D	96.88	100.00	100.00
PSMB4	100.00	100.00	100.00
RGPD6	100.00	100.00	100.00
RPL19	100.00	100.00	92.86
RPL30	93.75	100.00	100.00
RPS18	100.00	100.00	100.00
RPS20	100.00	100.00	100.00
RPS21	96.88	100.00	100.00
RPS27A	100.00	100.00	92.86
SF1	96.88	100.00	100.00
SF3A3	100.00	100.00	100.00
SNRPF	100.00	100.00	100.00
SRP19	100.00	100.00	100.00
U2AF1	100.00	100.00	100.00
AQR	96.88	100.00	100.00
BIRC5	93.75	100.00	92.86
CDC5L	96.88	100.00	100.00
CDT1	100.00	100.00	100.00
CPSF3	100.00	100.00	85.71
DYNC1I2	100.00	100.00	100.00
EEF2	90.63	100.00	100.00
EIF2B4	100.00	100.00	100.00
HIST1H2AJ	100.00	95.65	100.00
LARS	93.75	100.00	100.00
MED28	93.75	100.00	100.00
NSF	96.88	100.00	100.00
NUDT21	100.00	100.00	100.00
NUTF2	100.00	100.00	100.00
PSMA7	100.00	100.00	100.00
PSMB2	96.88	100.00	100.00
RPS13	90.63	100.00	100.00
RPS14	96.88	100.00	100.00
RPS15A	96.88	100.00	100.00
RPS9	96.88	100.00	100.00
SLMO2	100.00	100.00	100.00
SRSF7	93.75	100.00	100.00
WDR33	96.88	100.00	100.00
ANAPC1	96.88	100.00	92.86
AURKB	100.00	100.00	100.00
CCT3	96.88	100.00	100.00
CDC45	100.00	100.00	100.00
DARS	100.00	100.00	100.00
DHDDS	96.88	100.00	100.00
EIF3I	96.88	100.00	100.00
HIST1H2BC	100.00	100.00	100.00
MED6	96.88	100.00	92.86
NCBP2	96.88	100.00	100.00
NIFK	96.88	100.00	92.86
NPIPA5	100.00	100.00	92.86
ORC6	96.88	95.65	100.00
PHB2	96.88	95.65	100.00
PRELID1	96.88	100.00	100.00
PSMB7	96.88	100.00	92.86
RANGAP1	96.88	100.00	100.00
RPLP1	96.88	100.00	92.86
SARS	100.00	100.00	100.00
SPC24	96.88	95.65	100.00
UBA52	93.75	100.00	92.86
ANKLE2	100.00	100.00	92.86
CCNK	90.63	100.00	100.00
CCT6A	93.75	100.00	100.00
DDX47	96.88	100.00	100.00
DUT	96.88	100.00	100.00
EIF2B2	100.00	100.00	100.00
KARS	96.88	100.00	100.00
NARFL	96.88	100.00	100.00
PAFAH1B1	96.88	100.00	100.00
SF3A1	96.88	100.00	100.00
SF3A2	96.88	100.00	92.86
SPDL1	100.00	100.00	92.86
TARS	100.00	100.00	100.00
CARS	90.63	100.00	100.00
COPS5	96.88	100.00	92.86
DHX15	93.75	100.00	92.86
EIF3A	93.75	95.65	92.86
KIF23	93.75	100.00	92.86
LSM2	93.75	100.00	92.86
LSM3	96.88	100.00	92.86
MAK16	96.88	95.65	92.86
MED31	93.75	100.00	100.00
POLR2H	93.75	100.00	100.00
POLR3B	96.88	100.00	100.00
PRPF8	96.88	100.00	100.00
RPA2	93.75	100.00	92.86
RPAP1	96.88	100.00	100.00
RPL18	93.75	100.00	92.86
RPL27	96.88	100.00	92.86
RRN3	100.00	95.65	100.00
RUVBL2	93.75	100.00	100.00
SRSF1	93.75	100.00	100.00
SRSF2	90.63	100.00	100.00
SSU72	93.75	100.00	92.86
SUPT16H	87.50	100.00	100.00
YARS	93.75	100.00	92.86
BRF2	93.75	100.00	92.86
CRNKL1	90.63	100.00	100.00
DDB1	96.88	100.00	100.00
EIF3F	93.75	100.00	92.86
INTS9	90.63	100.00	85.71
MCM2	93.75	100.00	100.00
NEDD8	93.75	100.00	92.86
NUF2	93.75	100.00	92.86
PCNA	100.00	100.00	100.00
PPIL2	96.88	100.00	100.00
MAK16	93.75	100.00	100.00
PSMA5	100.00	100.00	100.00
PSMD12	96.88	100.00	100.00
RBX1	93.75	100.00	92.86
RPL7	96.88	100.00	100.00
RPSA	93.75	100.00	92.86
SDE2	96.88	100.00	100.00
SMC4	93.75	95.65	100.00
SNW1	96.88	100.00	100.00
TUBA1C	93.75	100.00	92.86
WDR43	90.63	100.00	100.00
XRCC6	96.88	100.00	100.00
CCDC94	100.00	100.00	100.00
CCT7	90.63	100.00	92.86
CHAF1B	93.75	100.00	100.00
EIF1AX	96.88	95.65	92.86
EIF2S1	96.88	100.00	92.86
KPNB1	93.75	100.00	100.00
POLR3A	90.63	100.00	100.00
RPLP0	96.88	100.00	92.86
SRP54	100.00	100.00	92.86
TOP2A	93.75	100.00	92.86
CDC73	90.63	100.00	100.00
COPB1	96.88	100.00	100.00
COPZ1	100.00	100.00	100.00
CWC22	90.63	100.00	100.00
MTBP	96.88	100.00	100.00
POLR2E	93.75	100.00	100.00
PSMA3	100.00	100.00	92.86
QARS	93.75	95.65	100.00
RBBP6	90.63	100.00	100.00
RPL13A	93.75	100.00	92.86
RPL26	93.75	100.00	100.00
RPS4X	100.00	100.00	92.86
TSR2	96.88	100.00	92.86
U2AF2	90.63	100.00	100.00
ABCE1	100.00	100.00	85.71
ATP6V0D1	96.88	100.00	100.00
CDK9	90.63	100.00	92.86
CHMP2A	93.75	100.00	100.00
COPS2	93.75	95.65	100.00
DDX18	90.63	100.00	100.00
DHX16	96.88	100.00	100.00
DYNC1H1	93.75	100.00	92.86
GINS2	96.88	100.00	85.71
GNL3	90.63	100.00	92.86
HNRNPL	93.75	100.00	92.86
MFAP1	96.88	100.00	92.86
NCBP1	90.63	100.00	92.86
RPS24	84.38	100.00	92.86
UFD1L	93.75	95.65	100.00
WDR70	93.75	100.00	92.86
CENPM	93.75	95.65	92.86
EIF3D	93.75	100.00	92.86
EPRS	90.63	100.00	92.86
GARS	87.50	100.00	100.00
LUC7L3	90.63	100.00	92.86
MDN1	90.63	100.00	92.86
NAPA	100.00	100.00	100.00
POLR2G	96.88	95.65	100.00
PSMD14	96.88	100.00	100.00
PSMD3	96.88	100.00	100.00
RPL4	87.50	100.00	100.00
RPL7L1	96.88	95.65	100.00
SLU7	93.75	95.65	92.86
TOPBP1	90.63	100.00	100.00
UBB	90.63	100.00	100.00
VARS	90.63	100.00	100.00
DTL	90.63	100.00	100.00
FARSB	96.88	91.30	92.86
GNB2L1	87.50	95.65	85.71
GPN1	93.75	100.00	85.71
MCM3AP	93.75	100.00	100.00
NEDD1	100.00	100.00	92.86
NSA2	93.75	100.00	92.86
NUP133	90.63	100.00	100.00
RPL35	90.63	100.00	92.86
RPL38	90.63	91.30	100.00
SDAD1	96.88	100.00	100.00
SNRNP200	93.75	100.00	92.86
SUPT6H	87.50	100.00	92.86
TRAPPC3	93.75	100.00	92.86
TUT1	90.63	100.00	100.00
UPF2	96.88	100.00	100.00
CDC23	93.75	100.00	92.86
DDX10	90.63	95.65	92.86
PAM16	84.38	95.65	100.00
RPS16	93.75	100.00	92.86
RTFDC1	84.38	100.00	92.86
TRAPPC8	90.63	100.00	92.86
ANAPC4	84.38	95.65	100.00
ATP6V0C	96.88	100.00	100.00
EIF2B3	93.75	100.00	92.86
ESPL1	90.63	95.65	85.71
FBXO5	96.88	100.00	92.86
PSMC4	96.88	100.00	100.00
RPF2	96.88	95.65	92.86
RPL35A	93.75	100.00	100.00
WBSCR22	93.75	100.00	92.86
CENPN	96.88	95.65	85.71
DDX54	90.63	100.00	92.86
HCFC1	90.63	100.00	100.00
HEATR1	90.63	100.00	85.71
LCE1E	90.63	100.00	100.00
PHAX	87.50	100.00	100.00
POLR3F	87.50	100.00	85.71
UBTF	87.50	100.00	92.86
YBX1	90.63	91.30	100.00
ALG11	84.38	95.65	100.00
ANAPC10	93.75	95.65	78.57
CPSF2	90.63	100.00	92.86
EIF2S3	100.00	100.00	92.86
INTS4	90.63	95.65	100.00
MARS	90.63	100.00	85.71
NUS1	87.50	100.00	92.86
PSMA4	87.50	100.00	85.71
RBM25	90.63	100.00	92.86
VPS25	96.88	100.00	78.57
CDK11A	93.75	100.00	92.86
PFDN2	90.63	100.00	85.71
RBM17	93.75	100.00	100.00
RPL36A	87.50	91.30	85.71
SACM1L	93.75	100.00	92.86
TRMT112	81.25	100.00	85.71
TUBGCP4	93.75	86.96	92.86
WEE1	90.63	95.65	92.86
ACTR10	90.63	95.65	92.86
ATP6V1B2	93.75	100.00	78.57
CCT5	87.50	100.00	100.00
DAD1	93.75	95.65	85.71
DHX37	90.63	95.65	92.86
MPHOSPH10	93.75	100.00	85.71
NPLOC4	93.75	100.00	85.71
NSL1	84.38	100.00	92.86
PRC1	90.63	100.00	92.86
RBM14	93.75	100.00	100.00
RPL23A	87.50	95.65	92.86
SS18L2	87.50	100.00	92.86
TSG101	93.75	100.00	92.86
TTC27	90.63	100.00	85.71
UBA1	90.63	100.00	92.86
VPS28	93.75	100.00	85.71
ATP6V1E1	93.75	100.00	92.86
BUB3	96.88	95.65	78.57
CENPW	87.50	91.30	92.86
EIF2B5	87.50	100.00	92.86
EIF4E	90.63	91.30	100.00
HAUS3	96.88	95.65	92.86
KIN	87.50	100.00	100.00
POLA2	96.88	95.65	92.86
POLR2K	93.75	100.00	92.86
PRPF38B	87.50	100.00	85.71
PSMB6	96.88	95.65	92.86
PSMC1	90.63	95.65	100.00
PWP2	84.38	100.00	92.86
RACGAP1	87.50	100.00	100.00
RSL1D1	90.63	86.96	100.00
SAP30BP	93.75	100.00	100.00
SNRNP70	90.63	100.00	100.00
SNRPB	84.38	95.65	85.71
TNPO3	93.75	100.00	92.86
WARS	90.63	100.00	100.00
ACTR2	87.50	95.65	92.86
EIF2S2	84.38	95.65	92.86
NAA50	78.13	86.96	92.86
RSL24D1	93.75	95.65	100.00
SCFD1	96.88	95.65	92.86
U2SURP	84.38	95.65	100.00
WDR75	84.38	95.65	92.86
AARS	90.63	100.00	92.86
ARCN1	96.88	95.65	100.00
ARL2	90.63	100.00	85.71
CENPC	87.50	100.00	100.00
CTCF	87.50	100.00	85.71
ERCC3	90.63	91.30	100.00
FCF1	78.13	82.61	85.71
GTF2E2	90.63	100.00	100.00
ISCU	90.63	91.30	92.86
KRTAP4-11	87.50	95.65	85.71
KRTAP5-6	96.88	91.30	100.00
NOP58	81.25	91.30	78.57
PDCD7	87.50	95.65	92.86
SKIV2L2	90.63	100.00	85.71
CBWD1	81.25	100.00	100.00
CCT2	96.88	100.00	85.71
DBR1	90.63	100.00	78.57
ECD	96.88	100.00	85.71
FARSA	87.50	95.65	92.86
GPN2	96.88	100.00	85.71
GTF2A2	87.50	100.00	92.86
IMP3	87.50	95.65	71.43
KANSL2	87.50	95.65	100.00
NAA38	93.75	100.00	92.86
PSMD11	90.63	95.65	92.86
RAD51	93.75	95.65	92.86
RFC5	93.75	95.65	85.71
RNGTT	84.38	100.00	92.86
SART3	84.38	91.30	92.86
SEC13	93.75	100.00	85.71
SEC61G	81.25	95.65	100.00
SF3B4	93.75	95.65	85.71
SNRNP27	90.63	95.65	92.86
CDC6	84.38	91.30	92.86
EIF5	84.38	95.65	100.00
HIST1H2BN	87.50	100.00	100.00
HMGCS1	100.00	95.65	92.86
MCM5	90.63	100.00	92.86
MCM7	93.75	100.00	92.86
NIP7	84.38	95.65	85.71
PGAM4	81.25	100.00	85.71
POLR1C	84.38	95.65	78.57
POLR2I	81.25	100.00	85.71
PSMD1	81.25	100.00	92.86
RPL22	78.13	100.00	100.00
RPLP2	84.38	100.00	78.57
SNAPC1	93.75	100.00	85.71
TCEB1	90.63	95.65	92.86
USPL1	75.00	95.65	92.86
ATP2A2	96.88	100.00	92.86
BRF1	90.63	100.00	85.71
C21orf59	90.63	100.00	92.86
COPS8	93.75	86.96	92.86
DHFRL1	87.50	91.30	100.00
GRPEL1	90.63	86.96	92.86
MED27	81.25	100.00	92.86
NDC80	90.63	91.30	100.00
NUP214	90.63	95.65	85.71
PISD	87.50	95.65	85.71
RHEB	90.63	91.30	100.00
RNF113A	87.50	91.30	92.86
THOC5	93.75	100.00	92.86
ALG1L	87.50	91.30	92.86
ALYREF	93.75	91.30	100.00
C9orf114	81.25	100.00	78.57
DHX8	87.50	100.00	100.00
GINS4	90.63	95.65	85.71
KRTAP5-10	93.75	95.65	100.00
KRTAP9-4	93.75	91.30	85.71
MED4	81.25	91.30	100.00
NRF1	81.25	95.65	85.71
SF3B2	84.38	91.30	85.71
TOP1	84.38	100.00	78.57
BANF1	90.63	91.30	92.86
BUD31	96.88	100.00	92.86
EXOSC3	78.13	91.30	92.86
GSPT1	87.50	82.61	100.00
GTF2E1	90.63	91.30	92.86
POLR1B	84.38	100.00	92.86
PRPF40A	78.13	91.30	92.86
PSMB5	81.25	95.65	100.00
RABGGTB	90.63	100.00	85.71
RCL1	93.75	95.65	92.86
RIOK2	93.75	100.00	85.71
TUBGCP3	81.25	91.30	92.86
AAMP	84.38	82.61	92.86
ATP6V1A	75.00	86.96	92.86
EEF1A1	87.50	69.57	100.00
HINFP	93.75	100.00	92.86
MED30	90.63	100.00	78.57
NRDE2	87.50	100.00	85.71
PKMYT1	93.75	95.65	92.86
TCP1	84.38	78.26	92.86
MAT2A	100.00	95.65	78.57
NOP16	87.50	100.00	85.71
NVL	90.63	95.65	78.57
PSMB1	93.75	95.65	85.71
RCC1	87.50	86.96	85.71
RFC4	90.63	82.61	92.86
SYMPK	90.63	95.65	85.71
TFIP11	100.00	95.65	78.57
THOC3	84.38	91.30	92.86
CENPE	87.50	86.96	78.57
NAT10	87.50	95.65	85.71
TUBA1B	81.25	86.96	78.57
BCAS2	87.50	100.00	85.71
CHMP6	87.50	95.65	92.86
HAUS1	87.50	91.30	85.71
MED20	87.50	100.00	85.71
MEPCE	84.38	95.65	92.86
NOL10	84.38	95.65	92.86
POLD3	87.50	95.65	92.86
PRIM1	96.88	100.00	92.86
RIOK1	93.75	95.65	85.71
SSRP1	87.50	91.30	78.57
UTP15	93.75	100.00	85.71
ARIH1	96.88	100.00	100.00
MZT1	75.00	78.26	100.00
NCAPG	87.50	95.65	85.71
PHF5A	96.88	86.96	100.00
TUBG1	87.50	78.26	92.86
CSTF3	78.13	95.65	92.86
HNRNPC	87.50	100.00	85.71
MCM6	87.50	100.00	85.71
PSMD2	81.25	95.65	92.86
UTP20	87.50	100.00	85.71
DTYMK	90.63	95.65	92.86
EIF1	90.63	82.61	85.71
HIST1H2BJ	96.88	100.00	85.71
INCENP	87.50	86.96	85.71
LAS1L	81.25	82.61	78.57
NUBP1	90.63	86.96	92.86
NUP155	84.38	95.65	92.86
PPP1CB	78.13	95.65	92.86
RPS2	90.63	100.00	85.71
CDC37	93.75	100.00	92.86
DONSON	90.63	100.00	85.71
EXOSC9	93.75	95.65	78.57
SRBD1	87.50	91.30	78.57
TONSL	84.38	95.65	92.86
CHAF1A	87.50	95.65	92.86
DDX20	84.38	95.65	78.57
GBF1	90.63	100.00	92.86
NMD3	84.38	95.65	85.71
PLRG1	87.50	95.65	85.71
POLE2	75.00	82.61	92.86
PSMD13	68.75	86.96	100.00
SFPQ	81.25	91.30	92.86
SNAPC3	71.88	100.00	78.57
SUPT5H	84.38	95.65	71.43
UPF1	93.75	91.30	71.43
WDR12	93.75	86.96	85.71
ACTL6A	90.63	95.65	92.86
GPKOW	81.25	95.65	92.86
HAUS7	62.50	95.65	92.86
LOC729574	90.63	86.96	85.71
NKAP	78.13	95.65	100.00
ORAOV1	87.50	100.00	78.57
POLD2	87.50	78.26	78.57
POLE	78.13	95.65	92.86
PRPF4	75.00	91.30	100.00
SMC1A	71.88	95.65	85.71
URI1	81.25	100.00	78.57
WDR82	68.75	95.65	92.86
YAE1D1	84.38	86.96	71.43
AHCTF1	96.88	91.30	100.00
CACTIN	84.38	95.65	92.86
CBWD3	75.00	86.96	92.86
DYNLRB1	84.38	95.65	85.71
TRAPPC2	81.25	100.00	71.43
TUBB	62.50	95.65	92.86
ZCCHC9	87.50	95.65	92.86
ANAPC5	71.88	86.96	92.86
GGTLC2	78.13	100.00	78.57
HAUS6	75.00	91.30	78.57
LCE1A	84.38	86.96	92.86
NOP56	78.13	86.96	71.43
ORC1	87.50	95.65	85.71
PCBP1	87.50	91.30	92.86
PES1	84.38	86.96	85.71
TBC1D3F	87.50	95.65	92.86
TOP3A	81.25	95.65	78.57
WDR3	81.25	86.96	92.86
CCNA2	81.25	100.00	78.57
FAM103A1	68.75	82.61	92.86
PRPF31	93.75	100.00	85.71
RPP38	84.38	86.96	78.57
RRP9	78.13	86.96	78.57
TIMELESS	84.38	100.00	78.57
XRCC5	78.13	82.61	78.57
ABCB7	71.88	91.30	85.71
ANAPC2	78.13	95.65	85.71
ATP6V1D	81.25	100.00	92.86
CLNS1A	81.25	95.65	85.71
INTS2	75.00	78.26	92.86
NOL6	84.38	95.65	64.29
UXT	78.13	100.00	85.71
BRIX1	84.38	91.30	92.86
PCID2	90.63	86.96	100.00
PMF1-BGLAP	87.50	91.30	92.86
PRAMEF6	90.63	91.30	78.57
RNPS1	93.75	95.65	92.86
SBDS	84.38	95.65	92.86
TANGO6	84.38	95.65	92.86
TOMM40	78.13	78.26	92.86
TTC1	87.50	95.65	85.71
YKT6	84.38	91.30	92.86
CDK7	90.63	95.65	71.43
CHERP	78.13	100.00	85.71
DKC1	75.00	82.61	92.86
EXOSC7	84.38	78.26	85.71
HIST2H3D	90.63	91.30	92.86
MYC	93.75	100.00	85.71
HIST1H2AM	81.25	95.65	85.71
KCMF1	87.50	95.65	85.71
LCE1F	84.38	95.65	85.71
MMS22L	84.38	91.30	92.86
PABPN1	84.38	100.00	92.86
POMP	59.38	86.96	92.86
PRPF6	75.00	95.65	92.86
TCEB2	62.50	82.61	78.57
EIF6	84.38	82.61	78.57
EXOSC6	87.50	95.65	85.71
PPWD1	81.25	86.96	92.86
RFC3	81.25	91.30	71.43
SNRNP25	93.75	91.30	78.57
SPCS3	75.00	95.65	78.57
TRAPPC11	81.25	95.65	78.57
AFG3L2	87.50	82.61	92.86
AKIRIN2	87.50	95.65	92.86
BMS1	81.25	86.96	78.57
CRCP	75.00	91.30	78.57
DHX9	87.50	91.30	92.86
ELL	87.50	91.30	92.86
POP5	87.50	86.96	71.43
RAE1	75.00	95.65	78.57
CENPK	81.25	86.96	92.86
EXOSC2	87.50	86.96	71.43
LTV1	84.38	100.00	78.57
SGOL1	65.63	86.96	85.71
WDR36	78.13	73.91	85.71
CCNH	78.13	82.61	71.43
CCT4	96.88	91.30	78.57
LONP1	71.88	69.57	92.86
MASTL	90.63	95.65	100.00
PLK4	87.50	95.65	78.57
PRMT1	87.50	91.30	85.71
RPL7A	84.38	100.00	71.43
SNAPC4	84.38	100.00	85.71
BYSL	84.38	86.96	85.71
DDOST	84.38	95.65	85.71
EIF3C	75.00	95.65	78.57
INTS8	59.38	78.26	85.71
MCM3	84.38	91.30	85.71
MED14	78.13	86.96	78.57
PREB	81.25	86.96	78.57
RRS1	84.38	91.30	71.43
COPE	78.13	86.96	85.71
EXOSC4	84.38	86.96	78.57
HIST1H2BL	90.63	95.65	100.00
IFITM3	84.38	95.65	64.29
RARS	90.63	69.57	92.86
C1orf131	75.00	91.30	85.71
NUP85	87.50	82.61	92.86
PDRG1	68.75	95.65	78.57
SAP18	71.88	91.30	85.71
SENP6	81.25	86.96	92.86
TRNT1	87.50	73.91	92.86
UTP11L	90.63	91.30	85.71
ATP6V1G1	78.13	100.00	92.86
LSM6	56.25	91.30	92.86
MCM4	78.13	91.30	85.71
NPAT	87.50	91.30	78.57
RHOQ	78.13	95.65	57.14
STX18	84.38	78.26	85.71
TUBGCP2	78.13	82.61	78.57
ZNF259	81.25	82.61	78.57
CDC42	56.25	91.30	78.57
PMF1	93.75	91.30	64.29
SEC61A1	87.50	86.96	92.86
SMC2	87.50	95.65	85.71
DNAJC17	68.75	86.96	78.57
EIF3CL	84.38	95.65	85.71
HAUS4	78.13	86.96	85.71
HSPA9	87.50	86.96	64.29
IARS	78.13	82.61	85.71
KIAA1429	81.25	95.65	78.57
NOP14	65.63	78.26	64.29
NUP93	90.63	78.26	100.00
OGT	75.00	86.96	78.57
PFDN6	78.13	100.00	85.71
RBBP4	65.63	91.30	64.29
DDX41	75.00	100.00	85.71
MRPL34	75.00	69.57	92.86
PAK1IP1	84.38	86.96	71.43
RBBP5	78.13	91.30	85.71
SOD1	90.63	95.65	85.71
THOC7	71.88	60.87	78.57
WDR5	78.13	86.96	78.57
ZNF131	87.50	82.61	92.86
GOLGA6A	75.00	86.96	85.71
MED17	71.88	86.96	85.71
PCBP2	84.38	86.96	78.57
SIN3A	90.63	86.96	71.43
FDX1L	75.00	78.26	50.00
INTS3	75.00	100.00	71.43
KRR1	71.88	82.61	85.71
NHP2	84.38	69.57	78.57
POLR3K	87.50	91.30	78.57
PPAN	84.38	73.91	85.71
TIMM13	81.25	91.30	92.86
ALG2	71.88	82.61	85.71
C3orf17	68.75	86.96	78.57
DIEXF	71.88	86.96	71.43
GNL2	90.63	91.30	85.71
HAUS5	75.00	78.26	78.57
HSPE1	68.75	82.61	92.86
LYRM4	75.00	78.26	71.43
RNMT	87.50	86.96	71.43
RPL24	81.25	86.96	35.71
SRRT	71.88	86.96	71.43
TOMM22	84.38	69.57	85.71
TUBGCP6	78.13	73.91	85.71
DCTN5	71.88	78.26	78.57
GPS1	75.00	82.61	71.43
NAA15	71.88	86.96	85.71
RPP14	81.25	91.30	78.57
TRRAP	75.00	95.65	85.71
XRN2	87.50	91.30	71.43
DSN1	56.25	82.61	92.86
PLGLB2	75.00	65.22	85.71
RBM22	81.25	100.00	85.71
TRAPPC1	84.38	78.26	71.43
SNRNP35	87.50	95.65	57.14
TERF1	68.75	73.91	71.43
ETF1	75.00	78.26	64.29
HTATSF1	65.63	86.96	92.86
ISG20L2	75.00	82.61	78.57
PMPCA	84.38	82.61	100.00
RRP1	75.00	60.87	85.71
SNAPC2	71.88	91.30	85.71
SRCAP	68.75	73.91	85.71
WDHD1	81.25	69.57	71.43
DGCR14	84.38	78.26	78.57
INTS7	75.00	91.30	92.86
POP1	68.75	78.26	78.57
PSMG4	78.13	82.61	78.57
RBMX2	84.38	78.26	78.57
TRAPPC5	59.38	78.26	64.29
CIRH1A	90.63	73.91	71.43
EIF4A1	87.50	95.65	71.43
MAX	87.50	91.30	78.57
PPIL4	87.50	100.00	78.57
PPP1R7	81.25	69.57	92.86
RRP7A	75.00	73.91	57.14
YRDC	96.88	95.65	85.71
ATP5L	71.88	69.57	78.57
ERCC2	75.00	65.22	78.57
FAM32A	65.63	73.91	92.86
FIP1L1	78.13	69.57	78.57
GEMIN5	78.13	82.61	71.43
POLR3C	71.88	91.30	71.43
PSMG3	84.38	91.30	71.43
TPR	68.75	100.00	78.57
DMAP1	84.38	86.96	78.57
MTOR	62.50	65.22	85.71
PSMC2	62.50	65.22	85.71
SKP1	81.25	91.30	64.29
UBA2	71.88	73.91	85.71
DDX21	68.75	91.30	64.29
DDX46	62.50	82.61	85.71
HSPA8	90.63	47.83	85.71
MED22	81.25	100.00	64.29
NOC2L	81.25	73.91	71.43
RINT1	59.38	73.91	78.57
COPS6	84.38	86.96	92.86
TRIM49D1	87.50	95.65	71.43
FAU	93.75	91.30	71.43
HARS	68.75	82.61	85.71
POLR3E	62.50	91.30	92.86
TARDBP	81.25	82.61	100.00
USP17L5	84.38	73.91	85.71
DIMT1	84.38	95.65	50.00
EIF5A	75.00	60.87	85.71
PPP1R12A	78.13	95.65	71.43
RBM39	84.38	91.30	92.86
RNPC3	81.25	82.61	85.71
RPAP2	68.75	86.96	85.71
RRP15	84.38	91.30	85.71
TAF1B	84.38	82.61	78.57
TUBGCP5	62.50	73.91	71.43
ALDOA	84.38	82.61	85.71
CHCHD4	68.75	78.26	78.57
FAM96B	84.38	65.22	64.29
LSG1	75.00	86.96	78.57
MED21	59.38	69.57	85.71
PNO1	78.13	69.57	64.29
SRP9	71.88	86.96	71.43
UTP6	84.38	73.91	78.57
CAPZB	84.38	78.26	78.57
CLSPN	71.88	82.61	85.71
